Client ID,Date,Time,Temparature,Pressure,Humidity,Wind Speed,Wind Direction,Rain
10101,2016-10-13,14:31:58,2747,090902,4148,8.42,105,111111
10101,2016-10-13,11:01:00,2600,090020,5157,4.24,205,111111
10101,2016-10-13,17:37:50,2747,090886,5157,5.0,130,111111
10101,2016-10-13,17:41:50,2747,090888,5157,9.21,130,111111
10101,2016-10-13,17:39:50,2747,090890,5157,4.89,130,111111
10101,2016-10-13,17:43:51,2747,090891,5157,8.94,130,111111
10101,2016-10-13,17:45:51,2747,090891,5157,4.79,130,111111
10101,2016-10-13,17:47:51,2747,090900,5157,8.88,130,111111
10101,2016-10-13,17:51:51,2747,090904,5157,9.0,130,111111
10101,2016-10-13,17:53:51,2747,090919,5157,9.53,130,111111
10101,2016-10-13,18:20:04,2747,090931,5157,5.65,130,111111
10101,2016-10-13,18:22:04,2747,090940,5157,9.79,130,111111
10101,2016-10-13,18:24:04,2747,090950,5157,4.79,130,111111
10101,2016-10-13,18:26:04,2747,090960,5157,6.55,130,111111
10101,2016-10-13,18:28:04,2747,090959,5157,8.77,130,111111
10101,2016-10-13,18:32:04,2747,090959,5157,2.64,130,111111
10101,2016-10-13,18:30:04,2747,090952,5157,7.74,130,111111
10101,2016-10-18,12:19:35,2582,091012,4295,8.60,345,111111
10101,2016-10-18,12:24:35,2587,091003,4272,6.40,5,111111
10101,2016-10-18,12:29:36,2575,090993,4295,6.40,160,111111
10101,2016-10-18,12:34:36,2582,090983,4272,2.82,130,111111
10101,2016-10-18,12:39:36,2594,090974,4195,6.08,65,111111
10101,2016-10-18,12:44:36,2584,090959,4232,8.06,160,111111
10101,2016-10-18,12:49:36,2599,090945,4141,9.89,30,111111
10101,2016-10-18,14:40:00,2623,090708,3817,7.81,330,111111
10101,2016-10-18,15:03:04,2628,090778,3884,7.0,80,111111
10101,2016-10-18,15:08:04,2625,090757,3850,7.21,25,111111
10101,2016-10-18,15:33:32,2623,090756,3880,8.48,105,111111
10101,2016-10-18,15:38:32,2631,090744,3867,7.21,300,111111
10101,2016-10-18,15:43:32,2629,090747,3897,7.54,20,111111
10101,2016-10-18,16:13:34,2642,090756,3942,1.0,100,111111
10101,2016-10-18,16:18:34,2633,090750,3962,9.0,105,111111
10101,2016-10-18,16:23:34,2639,090762,3962,3.16,315,111111
10101,2016-10-18,16:40:10,2601,090700,0020,8.30,275,111111
10101,2016-10-18,17:02:10,2747,090789,3996,1.73,265,111111
10101,2016-10-18,17:07:10,2747,090791,3962,6.70,135,111111
10101,2016-10-18,17:19:37,2640,090802,4023,2.23,15,111111
10101,2016-10-18,17:24:37,2633,090799,4003,8.88,50,111111
10101,2016-10-18,17:29:37,2628,090820,4009,4.79,325,111111
10101,2016-10-18,17:34:37,2631,090808,3993,6.78,210,111111
10101,2016-10-18,17:39:37,2633,090819,3969,2.64,280,111111
10101,2016-10-18,17:44:37,2747,090827,3880,5.74,245,111111
10101,2016-10-18,17:49:37,2747,090822,3798,9.27,355,111111
10101,2016-10-18,17:54:37,2636,090845,3812,8.94,240,111111
10101,2016-10-18,17:59:38,2640,090850,3757,7.14,205,111111
10101,2016-10-18,18:04:38,2747,090862,3778,5.83,215,111111
10101,2016-10-18,18:09:38,2633,090860,3846,2.0,85,111111
10101,2016-10-18,18:14:38,2747,090861,3792,9.59,205,111111
10101,2016-10-18,18:19:38,2747,090856,3874,9.79,95,111111
10101,2016-10-18,18:42:00,2747,090904,3993,7.74,190,111111
10101,2016-10-18,18:47:01,2747,090912,3948,7.07,145,111111
10101,2016-10-18,18:52:01,2747,090918,4009,3.74,230,111111
10101,2016-10-18,18:57:01,2747,090918,3996,3.87,265,111111
10101,2016-10-18,19:02:01,2747,090937,3874,5.38,95,111111
10101,2016-10-18,19:07:01,2747,090937,3989,1.73,90,111111
10101,2016-10-18,19:12:01,2747,090952,4030,1.0,35,111111
10101,2016-10-18,19:17:01,2747,090960,4023,9.89,220,111111
10101,2016-10-18,19:22:01,2747,090958,4040,5.74,285,111111
10101,2016-10-18,19:27:01,2747,090975,3918,8.48,115,111111
10101,2016-10-18,19:32:01,2747,090986,3914,6.70,15,111111
10101,2016-10-18,19:37:01,2747,091003,3911,7.21,300,111111
10101,2016-10-18,19:42:01,2747,090998,3908,1.73,225,111111
10101,2016-10-18,20:14:29,2777,091056,3495,1.41,310,111111
10101,2016-10-18,20:19:30,2785,091066,3450,7.61,65,111111
10101,2016-10-18,20:24:30,2785,091061,3450,4.79,65,111111
10101,2016-10-18,20:29:30,2787,091080,3450,2.64,15,111111
10101,2016-10-18,20:34:30,2787,091081,3450,5.56,15,111111
10101,2016-10-18,20:39:30,2790,091089,3450,8.88,300,111111
10101,2016-10-18,20:44:30,2788,091092,3450,9.21,350,111111
10101,2016-10-18,20:49:30,2791,091100,3450,3.0,275,111111
10101,2016-10-18,20:54:30,2791,091103,3450,3.74,275,111111
10101,2016-10-18,20:59:30,2788,091103,3450,9.16,350,111111
10101,2016-10-18,21:04:30,2788,091095,3450,7.14,350,111111
10101,2016-10-18,21:09:30,2789,091114,3450,4.79,325,111111
10101,2016-10-18,21:14:30,2787,091118,3450,7.34,15,111111
10101,2016-10-25,03:21:14,2781,091213,3450,8.42,165,111111
10101,2016-10-25,03:25:14,2787,091207,3450,3.16,15,111111
10101,2016-10-25,03:27:14,2791,091203,3450,4.69,275,111111
10101,2016-10-25,03:05:48,2792,078597,3450,5.65,250,111111
10101,2016-10-25,03:09:48,2797,091216,3450,6.63,125,111111
10101,2016-10-25,03:13:48,2799,091216,3450,3.0,75,111111
10101,2016-10-25,03:21:48,2798,091209,3450,8.42,100,111111
10101,2016-10-25,03:17:48,2798,091213,3450,8.48,100,111111
10101,2016-10-25,03:25:48,2791,091209,3450,5.29,275,111111
10101,2016-10-25,03:29:48,2793,091219,3450,3.0,225,111111
10101,2016-10-25,03:33:48,2798,091203,3450,3.0,100,111111
10101,2016-10-25,03:45:48,2805,091199,3450,4.58,285,111111
10101,2016-10-25,03:41:48,2804,091197,3450,6.78,310,111111
10101,2016-10-25,03:53:49,2804,091193,3450,9.53,310,111111
10101,2016-10-25,03:57:49,2805,091198,3450,5.83,285,111111
10101,2016-10-25,04:05:49,2804,091193,3450,9.27,310,111111
10101,2016-10-25,04:01:49,2804,091183,3450,6.92,310,111111
10101,2016-10-25,04:09:49,2804,091184,3450,6.24,310,111111
10101,2016-10-25,04:13:49,2802,091178,3450,8.88,0,111111
10101,2016-10-25,04:17:49,2802,091183,3450,9.21,0,111111
10101,2016-10-25,04:25:49,2801,091172,3450,6.63,25,111111
10101,2016-10-25,04:29:49,2800,091170,3450,9.84,50,111111
10101,2016-10-25,04:33:49,2800,091172,3450,9.74,50,111111
10101,2016-10-25,04:37:49,2797,091160,3450,5.38,125,111111
10101,2016-10-25,04:41:49,2798,091170,3450,1.73,100,111111
10101,2016-10-25,04:49:50,2797,091151,3450,3.60,125,111111
10101,2016-10-25,04:45:49,2798,091164,3450,9.21,100,111111
10101,2016-10-25,04:53:50,2797,091157,3450,7.28,125,111111
10101,2016-10-25,04:57:50,2795,091163,3450,8.94,175,111111
10101,2016-10-25,05:01:50,2796,091162,3450,5.0,150,111111
10101,2016-10-25,05:09:50,2795,091155,3450,4.35,175,111111
10101,2016-10-25,05:13:50,2792,091155,3450,7.74,250,111111
10101,2016-10-25,05:21:50,2792,091132,3450,9.43,250,111111
10101,2016-10-25,05:25:50,2790,091146,3450,7.93,300,111111
10101,2016-10-25,05:33:50,2790,091150,3450,5.29,300,111111
10101,2016-10-25,05:29:50,2789,091133,3450,9.94,325,111111
10101,2016-10-25,10:05:09,2747,091287,3578,1.0,255,111111
10101,2016-10-25,10:09:09,2747,091288,3488,5.19,165,111111
10101,2016-10-25,10:13:09,2747,091284,3450,9.43,295,111111
10101,2016-10-25,10:21:10,2747,091280,3450,4.58,295,111111
10101,2016-10-25,10:17:09,2747,091282,3450,4.58,295,111111
10101,2016-10-25,10:25:10,2747,091277,3450,8.30,295,111111
10101,2016-10-25,10:33:10,2747,091271,3450,8.42,295,111111
10101,2016-10-25,10:29:10,2747,091267,3450,7.81,295,111111
10101,2016-10-25,14:59:05,2776,090826,3450,1.73,290,111111
10101,2016-10-25,15:03:05,2780,090833,3450,9.05,190,111111
10101,2016-10-25,15:11:05,2781,090840,3450,2.0,165,111111
10101,2016-10-25,15:07:05,2781,090837,3450,8.18,165,111111
10101,2016-10-25,15:00:00,2780,090801,3450,8.54,190,111111
10101,2016-10-25,15:00:01,2780,090840,3450,1.0,190,111111
10101,2016-10-25,15:02:00,2781,090811,3450,7.93,165,111111
10101,2016-10-25,15:10:01,2780,090840,3450,6.0,190,111111
10101,2016-10-25,15:38:01,2802,090858,3450,9.38,0,111111
10101,2016-10-25,15:46:01,2800,090871,3450,2.64,50,111111
10101,2016-10-25,15:50:01,2799,090880,3450,3.16,75,111111
10101,2016-10-25,15:58:01,2796,090888,3450,8.36,150,111111
10101,2016-10-25,16:02:01,2800,090893,3450,9.74,50,111111
10101,2016-10-25,16:10:01,2800,090898,3450,7.74,50,111111
10101,2016-10-25,16:06:01,2806,090904,3450,2.44,260,111111
10101,2016-10-25,16:14:01,2804,090904,3450,7.61,310,111111
10101,2016-10-25,16:18:01,2803,090900,3450,2.44,335,111111
10101,2016-10-25,16:22:01,2796,090906,3450,5.47,150,111111
10101,2016-10-26,00:51:41,2749,091057,3450,0.00,000000,111111
10101,2016-10-26,01:37:09,2747,090991,3450,0.00,000000,111111
10101,2016-10-26,01:41:09,2747,090982,3450,0.00,000000,111111
10101,2016-10-26,01:45:09,2747,090979,3450,0.00,000000,111111
10101,2016-10-26,01:49:09,2747,090994,3450,0.00,000000,111111
10101,2016-10-26,01:53:09,2747,090990,3450,0.00,000000,111111
10101,2016-10-26,01:57:09,2747,090991,3450,0.00,000000,111111
10101,2016-10-26,02:01:09,2747,090983,3450,0.00,000000,111111
10101,2016-10-26,02:09:10,2747,090978,3450,0.00,000000,111111
10101,2016-10-26,02:13:10,2747,090980,3450,0.00,000000,111111
10101,2016-10-26,02:21:10,2747,090973,3450,0.00,000000,111111
10101,2016-10-26,02:25:10,2747,090980,3450,0.00,000000,111111
10101,2016-10-26,02:29:10,2747,090976,3450,0.00,000000,111111
10101,2016-10-26,02:33:10,2747,090982,3450,0.00,000000,111111
10101,2016-10-26,02:37:10,2747,090987,3450,0.00,000000,111111
10101,2016-10-26,02:41:10,2747,090984,3450,0.00,000000,111111
10101,2016-10-26,02:45:10,2747,090974,3450,0.00,000000,111111
10101,2016-10-26,02:53:10,2747,090994,3450,0.00,000000,111111
10101,2016-10-26,02:57:10,2747,090985,3450,0.00,000000,111111
10101,2016-10-26,03:01:10,2747,090985,3450,0.00,000000,111111
10101,2016-10-26,03:05:10,2747,091000,3450,0.00,000000,111111
10101,2016-10-26,03:09:11,2747,091003,3450,0.00,000000,111111
10101,2016-10-26,03:13:11,2747,090994,3450,0.00,000000,111111
10101,2016-10-26,03:17:11,2747,090999,3450,0.00,000000,111111
10101,2016-10-26,03:21:11,2747,090997,3450,0.00,000000,111111
10101,2016-10-26,03:25:11,2747,090997,3450,0.00,000000,111111
10101,2016-10-26,03:29:11,2747,091001,3450,0.00,000000,111111
10101,2016-10-26,03:37:11,2747,091025,3450,0.00,000000,111111
10101,2016-10-26,03:41:11,2747,091021,3450,wwww,000000,111111
10101,2016-10-26,03:49:11,2747,091029,3450,wwww,000000,111111
10101,2016-10-26,03:53:11,2747,091032,3450,wwww,000000,111111
10101,2016-10-26,03:24:11,27.47,910.32,34.50,0.00,0.00000,
10101,2016-10-26,03:31:21,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:32:21,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:32:21,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:33:21,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:34:21,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:35:27,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:36:30,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:37:38,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:38:38,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:39:38,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:40:45,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:41:45,2747,091032,3450,0.0,000000,111111
10101,2016-10-26,03:42:48,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:43:43,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:44:45,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:45:46,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:46:51,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:47:49,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:48:42,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:49:59,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:50:43,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:51:48,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:52:52,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:53:50,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:54:43,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:55:51,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:56:44,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:57:53,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:58:45,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,03:59:57,2747,091032,3450,6.0,000000,111111
10101,2016-10-26,04:01:38,2747,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:02:58,2747,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:03:38,2747,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:04:48,2747,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:05:38,2747,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:06:40,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:07:35,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:08:37,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:09:39,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:10:33,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:11:38,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:12:35,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:13:46,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:14:41,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:15:49,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:16:37,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:17:39,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:18:45,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:19:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:20:38,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:21:36,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:22:37,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:23:50,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:24:37,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:25:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:26:43,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:27:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:28:43,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:29:34,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:31:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:33:25,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:34:33,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:35:26,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:36:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:37:37,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:38:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:39:36,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:40:25,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:41:34,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:42:24,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:43:40,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:44:29,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:45:33,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:46:29,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:47:20,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:48:33,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:49:31,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:50:40,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:51:25,27.00,091032,3450,5.0,15.100,111111
10101,2016-10-26,04:52:35,27.00,091032,3450,5.0,15.100,111111
10101,2016-11-02,16:47:48,2747,091048,4628,0000,-00002,111111
10101,2016-11-02,16:48:54,2747,091046,4602,0000,000063,111111
10101,2016-11-02,16:53:20,2747,091049,4598,0000,-00001,111111
10101,2016-11-02,16:55:25,2747,091053,4591,0000,000053,111111
10101,2016-11-02,16:56:34,2747,091046,4591,0000,000053,111111
10101,2016-11-02,16:58:02,2747,091040,4595,0000,000052,111111
10101,2016-11-02,16:59:05,2747,091061,4605,0000,000052,111111
10101,2016-11-02,17:00:07,2747,091048,4605,0000,000053,111111
10101,2016-11-02,17:01:09,2747,091051,4605,0000,-00002,111111
10101,2016-11-02,17:02:12,2747,091054,4615,0000,-00001,111111
10101,2016-11-02,17:03:14,2747,091051,4608,0000,-00001,111111
10101,2016-11-02,17:04:17,2747,091051,4608,0000,000048,111111
10101,2016-11-02,17:05:20,2747,091049,4615,0000,-00001,111111
10101,2016-11-02,17:06:22,2747,091049,4612,0000,-00002,111111
10101,2016-11-02,17:06:52,2747,091046,4612,0000,-00000,111111
10101,2016-11-02,17:07:58,2747,091048,4612,0000,-00002,111111
10101,2016-11-02,17:08:28,2747,091054,4612,0000,-00001,111111
10101,2016-11-02,17:09:06,2747,091059,4615,0000,-00002,111111
10101,2016-11-02,17:09:36,2747,091056,4618,0000,-00003,111111
10101,2016-11-02,17:10:12,2747,091055,4615,0000,000053,111111
10101,2016-11-02,17:10:42,2747,091046,4618,0000,000053,111111
10101,2016-11-02,17:11:18,2747,091052,4615,0000,-00002,111111
10101,2016-11-02,17:11:48,2747,091059,4622,0000,-00001,111111
10101,2016-11-02,17:12:23,2747,091062,4622,0000,-00001,111111
10101,2016-11-02,17:12:53,2747,091059,4622,0000,-00001,111111
10101,2016-11-02,17:13:29,2747,091052,4625,0000,-00000,111111
10101,2016-11-02,17:13:59,2747,091067,4625,0000,000046,111111
10101,2016-11-02,17:14:35,2747,091062,4632,0000,000046,111111
10101,2016-11-02,17:15:05,2747,091061,4648,0000,-00001,111111
10101,2016-11-02,17:16:11,2747,091065,4662,0000,-00001,111111
10101,2016-11-02,17:16:49,2747,091062,4665,0000,-00001,111111
10101,2016-11-02,17:17:19,2747,091069,4672,0000,000070,111111
10101,2016-11-02,17:18:54,2747,091069,4648,0000,000067,111111
10101,2016-11-02,17:20:04,2747,091064,4658,0000,-00000,111111
10101,2016-11-02,17:21:08,2747,091063,4638,0000,-00001,111111
10101,2016-11-02,17:22:11,2747,091075,4635,0000,-00001,111111
10101,2016-11-02,17:23:14,2747,091068,4628,0000,-00003,111111
10101,2016-11-02,17:24:17,2747,091069,4625,0000,-00001,111111
10101,2016-11-02,17:25:20,2747,091062,4618,0000,000064,111111
10101,2016-11-02,17:26:22,2747,091064,4622,0000,000065,111111
10101,2016-11-02,17:27:25,2747,091075,4618,0000,000064,111111
10101,2016-11-02,17:28:28,2747,091078,4618,0000,-00003,111111
10101,2016-11-02,17:29:30,2747,091074,4618,0000,-00003,111111
10101,2016-11-02,17:30:00,2747,091074,4618,0000,-00002,111111
10101,2016-11-02,17:30:39,2747,091075,4615,0000,-00003,111111
10101,2016-11-02,17:31:09,2747,091077,4615,0000,000064,111111
10101,2016-11-02,17:31:44,2747,091078,4615,0000,-00003,111111
10101,2016-11-02,17:32:14,2747,091085,4622,0000,000065,111111
10101,2016-11-02,17:32:50,2747,091078,4622,0000,000065,111111
10101,2016-11-02,17:33:20,2747,091067,4618,0000,-00002,111111
10101,2016-11-02,17:33:55,2747,091074,4625,0000,-00003,111111
10101,2016-11-02,17:34:25,2747,091074,4625,0000,-00003,111111
10101,2016-11-02,17:35:02,2747,091081,4638,0000,-00002,111111
10101,2016-11-02,17:35:32,2747,091083,4628,0000,-00002,111111
10101,2016-11-02,17:36:09,2747,091075,4625,0000,-00002,111111
10101,2016-11-02,17:37:16,2747,091074,4638,0000,-00002,111111
10101,2016-11-02,17:37:46,2747,091077,4632,0000,-00002,111111
10101,2016-11-02,17:38:22,2747,091085,4632,0000,-00001,111111
10101,2016-11-02,17:38:52,2747,091075,4632,0000,-00001,111111
10101,2016-11-02,17:39:28,2747,091075,4632,0000,-00002,111111
10101,2016-11-02,17:39:58,2747,091081,4632,0000,-00003,111111
10101,2016-11-02,17:41:33,2747,091082,4638,0000,-00003,111111
10101,2016-11-02,17:42:43,2747,091080,4638,0000,000065,111111
10101,2016-11-02,17:43:45,2747,091081,4635,0000,-00001,111111
10101,2016-11-02,17:44:47,2747,091081,4632,0000,-00001,111111
10101,2016-11-02,17:45:49,2747,091096,4645,0000,-00001,111111
10101,2016-11-02,17:44:47,2747,091081,4632,0000,-00001,111111
10101,2016-11-02,17:45:49,2747,091096,4645,0000,-00001,111111
10101,2016-11-02,17:46:52,2747,091091,4638,0000,-00001,111111
10101,2016-11-02,17:47:54,2747,091078,4638,0000,-00002,111111
10101,2016-11-02,17:48:57,2747,091094,4632,0000,-00002,111111
10101,2016-11-02,17:49:59,2747,091100,4638,0000,-00002,111111
10101,2016-11-02,17:51:03,2747,091096,4635,0000,-00002,111111
10101,2016-11-02,17:52:36,2747,091098,4652,0000,-00001,111111
10101,2016-11-02,17:53:14,2747,091109,4652,0000,000069,111111
10101,2016-11-02,17:53:44,2747,091100,4658,0000,000069,111111
10101,2016-11-02,17:54:22,2747,091095,4669,0000,-00000,111111
10101,2016-11-02,17:54:52,2747,091103,4699,0000,000068,111111
10101,2016-11-02,17:55:27,2747,091109,5657,0000,-00000,111111
10101,2016-11-02,17:56:34,2747,091102,5657,0000,-00002,111111
10101,2016-11-02,17:57:04,2747,091108,5657,0000,000068,111111
10101,2016-11-02,17:57:40,2747,091115,5657,0000,000068,111111
10101,2016-11-02,17:58:46,2747,091108,5657,0000,-00000,111111
10101,2016-11-02,17:59:54,2747,091115,5657,0000,000079,111111
10101,2016-11-02,18:01:00,2747,091113,5657,0000,-00001,111111
10101,2016-11-02,18:01:30,2747,091119,5657,0000,-00001,111111
10101,2016-11-02,18:02:06,2747,091113,5657,0000,-00003,111111
10101,2016-11-02,18:04:13,2747,091120,5657,0000,000081,111111
10101,2016-11-02,18:05:22,2747,091116,5657,0000,-00000,111111
10101,2016-11-02,18:06:24,2747,091129,5657,0000,000086,111111
10101,2016-11-02,18:07:26,2747,091132,5657,0000,-00002,111111
10101,2016-11-02,18:08:29,2747,091128,5657,0000,000079,111111
10101,2016-11-02,18:09:32,2747,091127,5657,0000,-00002,111111
10101,2016-11-02,18:10:36,2747,091127,5657,0000,000079,111111
10101,2016-11-02,18:11:38,2747,091123,5657,0000,000081,111111
10101,2016-11-02,18:12:41,2747,091124,5657,0000,000079,111111
10101,2016-11-02,18:13:43,2747,091136,5657,0000,000069,111111
10101,2016-11-02,18:15:15,2747,091128,5657,0000,000074,111111
10101,2016-11-02,18:15:55,2747,091136,5657,0000,-00003,111111
10101,2016-11-02,18:16:25,2747,091137,5657,0000,-00000,111111
10101,2016-11-02,18:17:01,2747,091142,5657,0000,-00002,111111
10101,2016-11-02,18:17:31,2747,091132,5657,0000,-00003,111111
10101,2016-11-02,18:18:10,2747,091134,5657,0000,000080,111111
10101,2016-11-02,18:18:40,2747,091142,5657,0000,000080,111111
10101,2016-11-02,18:19:17,2747,091134,5657,0000,000081,111111
10101,2016-11-02,18:19:47,2747,091143,5657,0000,000081,111111
10101,2016-11-02,18:20:22,2747,091126,5657,0000,000080,111111
10101,2016-11-02,18:20:52,2747,091140,5657,0000,-00001,111111
10101,2016-11-02,18:21:27,2747,091131,5657,0000,-00002,111111
10101,2016-11-02,18:21:57,2747,091151,5657,0000,-00000,111111
10101,2016-11-02,18:22:34,2747,091142,5657,0000,000079,111111
10101,2016-11-02,18:23:04,2747,091140,5657,0000,-00001,111111
10101,2016-11-02,18:23:40,2747,091139,5657,0000,000074,111111
10101,2002-11-16,18:24:49,2747,091138,5657,0000,-00000,111111
10101,2002-11-16,18:25:19,2747,091148,5657,0000,-00001,111111
